urlid,URL,Label, Source IP, Source Port, Destination IP, Destination Port, Timestamp,Results
172.217.10.106-10.42.0.211-443-44444-6,bugs.mysql.com/bug.php?id=46742,no cyber attack,10.42.0.211,27574,10.42.0.1,53,2022-06-17T11:24:04,0
183.79.248.252-10.42.0.211-443-55921-6,bugs.mysql.com/bug.php?id=62755,no cyber attack,10.42.0.151,38269,172.217.12.206,443,2022-06-17T11:20:36,0
10.42.0.151-36.110.213.49-37476-80-6,bugs.org/HomeSchoolTeachers/courselisting.htm,no cyber attack,10.42.0.211,36397,23.63.216.114,443,2022-06-17T11:04:58,0
10.42.0.151-23.6.162.190-59734-443-6,bugsbennett.com/,no cyber attack,202.77.129.150,80,10.42.0.211,57105,2022-06-17T10:09:42,0
10.42.0.42-104.97.95.172-57548-80-6,bugsburnett.blogspot.com/2011/04/montreal-author-former-gay-porn-star.html,no cyber attack,10.42.0.151,17034,10.42.0.1,53,2022-06-17T02:53:46,0
10.42.0.211-10.42.0.1-8791-53-17,bugsburnett.blogspot.com/2011/06/montreal-legend-christopher-plummer.html,no cyber attack,10.42.0.211,54519,64.71.142.124,443,2022-06-17T02:16:21,0
208.80.154.224-10.42.0.211-443-34710-6,bugsburnett.blogspot.com/2011/06/montreals-royal-phoenix-bar-continues.html,no cyber attack,10.42.0.211,9702,10.42.0.1,53,2022-06-17T02:11:58,0
192.229.163.180-10.42.0.211-443-36638-6,bugslide.com/dealers.html,no cyber attack,10.42.0.151,45126,172.217.9.238,443,2022-06-17T00:55:37,0
172.217.10.78-10.42.0.211-443-37734-6,buhockeyblog.blogspot.com/2010/08/bu-looking-for-big-year-from-chiasson.html,no cyber attack,10.42.0.151,39061,172.217.12.206,443,2022-06-16T23:47:09,0
172.217.10.138-10.42.0.151-443-55244-6,buhrecords.blogspot.com/,no cyber attack,198.11.188.78,443,10.42.0.211,52558,2022-06-16T23:19:10,0
10.42.0.42-23.206.163.180-36738-443-6,buhsclassof1964.com/,no cyber attack,10.42.0.151,59906,114.134.80.163,443,2022-06-16T22:16:29,0
216.58.219.226-10.42.0.211-443-38801-6,buildachickencoup.org/,no cyber attack,10.42.0.211,43475,10.42.0.1,53,2022-06-16T21:30:22,0
192.229.163.180-10.42.0.42-443-47566-6,buildinganewlife.wordpress.com/,no cyber attack,10.42.0.42,23116,10.42.0.1,53,2022-06-16T20:56:28,0
172.217.10.42-10.42.0.151-443-50473-6,buildingmaterials.placedash.com/ga,no cyber attack,10.42.0.151,44143,172.217.11.10,443,2022-06-16T20:38:38,0
10.42.0.211-104.97.95.172-41381-80-6,buildingnemn.com/death-of-a-cheerleader-movie/,no cyber attack,10.42.0.211,4244,10.42.0.1,53,2022-06-16T20:00:52,0
172.217.6.227-10.42.0.211-443-45592-6,buildings.bayaw.com/Bannister_Federal_Complex.html,no cyber attack,209.10.120.26,80,10.42.0.211,34454,2022-06-16T19:16:23,0
10.42.0.151-31.13.71.36-42725-443-6,buildingsonfire.com/worcester-cold-storage-warehouse-fire-1999,no cyber attack,203.205.147.229,80,10.42.0.211,57576,2022-06-16T19:07:45,0
10.42.0.42-24.190.54.173-46360-51156-17,buildingstapleton.blogspot.com/,no cyber attack,10.42.0.151,43631,172.217.12.138,443,2022-06-16T18:14:48,0
10.42.0.211-52.84.37.172-46076-443-6,buildyourcnc.com/default.aspx,no cyber attack,10.42.0.211,33585,172.217.12.129,443,2022-06-16T16:59:00,0
182.254.5.234-10.42.0.211-80-47925-6,builtreport.com/reeves.html,no cyber attack,10.42.0.42,41049,106.39.162.36,80,2022-06-16T16:54:39,0
182.22.67.91-10.42.0.151-443-45274-6,builtwith.com/megafun.vn,no cyber attack,10.42.0.211,9648,10.42.0.1,53,2022-06-16T16:50:00,0
172.217.3.97-10.42.0.211-443-53228-6,bujold-fic.livejournal.com/,no cyber attack,10.42.0.151,27488,10.42.0.1,53,2022-06-16T16:00:41,0
172.217.10.42-10.42.0.151-443-44003-6,bulakingpins.com/,no cyber attack,10.42.0.211,56070,172.217.10.46,443,2022-06-16T15:24:33,0
211.236.244.151-10.42.0.211-80-34466-6,bulbapedia.bulbagarden.net/wiki/Drew,no cyber attack,10.42.0.211,40430,183.79.248.124,443,2022-06-16T15:05:07,0
10.42.0.211-104.88.89.135-51267-443-6,bulbapedia.bulbagarden.net/wiki/Machop_(Pok%C3%A9mon),no cyber attack,10.42.0.211,49166,10.42.0.1,53,2022-06-16T13:19:25,0
10.42.0.211-52.84.139.205-51684-443-6,bulbapedia.bulbagarden.net/wiki/Mahogany_Town,no cyber attack,10.42.0.211,34975,180.163.255.159,80,2022-06-16T02:45:27,0
10.42.0.211-123.125.29.220-56028-80-6,bulbapedia.bulbagarden.net/wiki/Toon_Disney,no cyber attack,10.42.0.211,45730,182.22.24.124,443,2022-06-16T02:36:46,0
169.47.5.252-10.42.0.42-5222-36805-6,bulgaria.usembassy.gov/american_food.html,no cyber attack,10.42.0.211,51952,10.42.0.1,53,2022-06-15T23:53:38,0
172.217.12.174-10.42.0.211-443-33529-6,bulgarianfilms.com/,no cyber attack,10.42.0.151,37812,151.101.1.140,80,2022-06-15T23:24:27,0
10.42.0.211-103.235.46.212-35015-443-6,bulk.resource.org/courts.gov/c/F2/246/246.F2d.670.13376_1.html,no cyber attack,10.42.0.211,54428,203.205.158.66,80,2022-06-15T23:08:36,0
10.42.0.211-10.42.0.1-19553-53-17,bulk.resource.org/courts.gov/c/F2/421/421.F2d.999.19384.19385.html,no cyber attack,10.42.0.211,54071,106.39.169.66,443,2022-06-15T22:57:49,0
10.42.0.211-10.42.0.1-52973-53-17,bulk.resource.org/courts.gov/c/F2/670/670.F2d.746.81-1706.81-1705.html,no cyber attack,10.42.0.151,55299,172.217.6.227,443,2022-06-15T22:49:53,0
216.58.219.194-10.42.0.211-443-48415-6,bulk.resource.org/courts.gov/c/F2/851/851.F2d.170.87-3662.html,no cyber attack,10.42.0.211,57931,64.71.142.110,443,2022-06-15T21:27:14,0
10.42.0.42-123.125.115.164-60148-443-6,bulk.resource.org/courts.gov/c/F2/960/960.F2d.765.91-2167.html,no cyber attack,10.42.0.211,59642,184.169.166.225,443,2022-06-15T21:25:14,0
203.205.158.52-10.42.0.211-80-40322-6,bulk.resource.org/courts.gov/c/F3/134/134.F3d.1458.95-3220.95-2565.html,no cyber attack,10.42.0.211,33111,112.80.248.187,80,2022-06-15T20:54:37,0
10.42.0.211-10.42.0.1-11812-53-17,bulk.resource.org/gpo.gov/hearings/108h/90140.txt,no cyber attack,10.42.0.211,48805,203.130.53.126,80,2022-06-15T20:52:45,0
172.217.3.99-10.42.0.42-443-56481-6,bulldogskates.websitetoolbox.com/?forum=1890,no cyber attack,10.42.0.211,54268,23.206.125.17,80,2022-06-15T20:04:47,0
172.217.12.174-10.42.0.211-443-58888-6,bulletin.accurateshooter.com/2007/12/schmidt-bender-12-50x56-scope/,no cyber attack,10.42.0.211,52803,183.79.1.39,443,2022-06-15T20:04:18,0
10.42.0.211-77.234.44.41-55497-80-6,bulletin.accurateshooter.com/2008/02/tech-info-for-schmidt-bender-125-50x56-scope-now-available/,no cyber attack,10.42.0.151,36790,172.217.12.206,443,2022-06-15T19:05:37,0
220.181.7.190-10.42.0.211-443-33478-6,bulletin.accurateshooter.com/2011/11/soft-target-new-thriller-by-stephen-hunter/,no cyber attack,10.42.0.42,22106,10.42.0.1,53,2022-06-15T16:48:41,0
172.217.10.10-10.42.0.151-443-36690-6,bulletin.stcloudstate.edu/faculty.asp?facIndex=P&grad=0,no cyber attack,10.42.0.151,17857,10.42.0.1,53,2022-06-15T15:09:06,0
203.205.128.137-10.42.0.151-80-44455-6,bulletin.wilkes.edu/,no cyber attack,10.42.0.211,56979,172.217.9.234,443,2022-06-15T13:59:14,0
10.42.0.151-10.42.0.1-12500-53-17,bulletin.wilkes.edu/wilkes%20graduate%20bulletin/,no cyber attack,10.42.0.211,60437,10.42.0.1,53,2022-06-15T13:50:31,0
10.42.0.151-23.208.168.108-54199-443-6,bulletins.psu.edu/bulletins/bluebook/college_campus_details.cfm?id=10,no cyber attack,10.42.0.151,50067,10.42.0.1,53,2022-06-15T13:44:14,0
10.42.0.211-31.13.80.8-42504-443-6,bulletstorm.en.softonic.com/,no cyber attack,10.42.0.151,59399,119.146.74.34,80,2022-06-15T13:38:17,0
180.149.134.221-10.42.0.42-80-39753-6,bulletstorm.en.uptodown.com/,no cyber attack,10.42.0.211,44429,10.42.0.1,53,2022-06-15T03:13:24,0
10.42.0.211-123.125.29.138-48801-443-6,bulletstorm.wikia.com/wiki/Epic_Games,no cyber attack,10.42.0.151,40464,72.21.206.121,443,2022-06-15T02:40:32,0
10.42.0.211-10.42.0.1-51200-53-17,bulletstorm.wikia.com/wiki/Skillshots,no cyber attack,10.42.0.211,54914,174.35.73.149,80,2022-06-15T02:30:01,0
180.76.145.14-10.42.0.211-80-45102-6,bulletstormcdkey.com/,no cyber attack,10.42.0.211,36145,180.149.136.194,80,2022-06-15T02:23:40,0
174.35.73.111-10.42.0.211-80-36481-6,bulletstormkeys.blogspot.com/,no cyber attack,10.42.0.151,47981,172.217.6.238,443,2022-06-15T02:06:39,0
10.42.0.151-121.12.98.63-48217-80-6,bullochforestry.tripod.com/,no cyber attack,172.217.12.202,443,10.42.0.211,40582,2022-06-15T01:38:48,0
10.42.0.211-123.125.46.12-34480-80-6,bullrunnings.wordpress.com/2011/11/29/wheats-battalion-at-stone-bridge/,no cyber attack,10.42.0.211,43953,31.13.71.1,443,2022-06-15T00:55:35,0
208.80.153.224-10.42.0.151-80-55943-6,bullsbythehorns.com/?p=1000,no cyber attack,10.42.0.211,41380,172.217.11.8,443,2022-06-14T23:21:04,0
172.217.10.142-10.42.0.42-443-46230-6,bullsbythehorns.com/?tag=drew-no cyber attacken,no cyber attack,54.230.49.181,443,10.42.0.211,35205,2022-06-14T22:29:24,0
172.217.20.99-10.42.0.151-443-53908-6,bullseyedistributors.com/calamitous-dulche-luca-salon/,no cyber attack,10.42.0.151,49828,104.244.43.227,443,2022-06-14T20:39:46,0
172.217.3.106-10.42.0.42-443-54527-6,bullshitcitynorth.blogspot.com/,no cyber attack,104.88.106.16,80,10.42.0.211,35562,2022-06-14T19:09:48,0
10.42.0.211-10.42.0.1-34584-53-17,bullstickets.com/drew-no cyber attacken.asp,no cyber attack,10.42.0.151,51783,206.126.112.142,443,2022-06-14T18:28:48,0
10.42.0.211-23.208.168.108-52570-443-6,bullwhips.org/?p=412,no cyber attack,10.42.0.211,35150,112.80.248.187,80,2022-06-14T18:16:20,0
203.205.158.62-10.42.0.42-80-52238-6,bullwhips.org/?p=967,no cyber attack,10.42.0.211,59349,36.248.26.152,80,2022-06-14T18:10:18,0
202.77.129.54-10.42.0.211-80-35024-6,bullyprojects.com/,no cyber attack,10.42.0.42,42283,202.77.129.230,80,2022-06-14T18:09:57,0
10.42.0.151-54.197.254.190-50321-443-6,bullypulpit.com/bp/Records.html,no cyber attack,10.42.0.42,53748,192.229.173.173,443,2022-06-14T17:46:36,0
10.42.0.211-10.42.0.1-13112-53-17,bullyrecords.com/,no cyber attack,10.42.0.151,39758,172.217.10.36,443,2022-06-14T17:31:58,0
10.42.0.211-64.71.142.124-48038-443-6,bullyslamboree.webs.com/,no cyber attack,10.42.0.42,43766,172.217.10.78,443,2022-06-14T16:49:32,0
203.205.190.40-10.42.0.42-80-52493-6,bumblebird.typepad.com/,no cyber attack,10.42.0.151,48848,157.55.130.167,40019,2022-06-14T16:45:38,0
157.240.18.35-10.42.0.211-443-50711-6,bumpshack.com/2008/01/19/character-actor-allan-melvin-dies-at-86/,no cyber attack,10.42.0.42,56643,198.105.244.11,80,2022-06-14T16:43:47,0
10.42.0.211-103.235.46.211-33626-443-6,bumpshack.com/2010/09/15/big-brother-12-contestant-britney-haynes-house-burns-down/,no cyber attack,10.42.0.211,48958,180.149.153.234,80,2022-06-14T16:42:21,0
10.42.0.151-10.42.0.1-35594-53-17,bumpshack.com/2011/03/13/2011-ncaa-tournament-mens-basketball-march-madness-brackets/,no cyber attack,10.42.0.151,56544,172.217.12.195,443,2022-06-14T16:40:58,0
175.100.207.233-10.42.0.151-443-52786-6,bungalowbillscw.blogspot.com/2010/12/hiking-in-paul-and-ruth-henning.html,no cyber attack,10.42.0.42,55300,192.229.173.173,80,2022-06-14T16:40:15,0
182.22.67.106-10.42.0.211-443-52904-6,bungeeamerica.com/,no cyber attack,10.42.0.211,33634,203.205.158.53,80,2022-06-14T16:39:38,0
10.42.0.211-10.42.0.1-30081-53-17,bunim-murray.com/,no cyber attack,10.42.0.151,64824,10.42.0.1,53,2022-06-14T16:37:24,0
172.217.6.228-10.42.0.211-443-43431-6,bunker.mathews2000.com/Bunker/EdwardBunkerSr1822,no cyber attack,10.42.0.151,39580,14.204.144.143,80,2022-06-14T16:36:11,0
10.42.0.1-10.42.0.42-53-31207-17,bunker.org/,no cyber attack,10.42.0.211,42542,36.110.213.49,80,2022-06-14T16:34:54,0
172.217.10.234-10.42.0.151-443-43533-6,bunkermp3.com/fit-for-a-king-descendants-2011/,no cyber attack,10.42.0.151,47917,64.71.142.124,80,2022-06-14T16:33:57,0
10.42.0.211-65.52.108.74-43166-443-6,bunkersdown.com/,no cyber attack,10.42.0.211,36082,172.217.10.106,443,2022-06-14T16:31:00,0
157.240.2.20-10.42.0.211-443-52870-6,bunnyrabbitu.avantia.dyns.net/expedition-air-ride-schematic-dr-william-van-horn-ford-expedition-manual-air-ride-valve/,no cyber attack,10.42.0.42,57559,104.244.43.131,443,2022-06-14T16:29:48,0
10.42.0.1-10.42.0.42-53-18651-17,bunnyrabble.wordpress.com/2009/05/10/judee-sill/,no cyber attack,10.42.0.42,55832,203.130.53.126,80,2022-06-14T16:28:20,0
10.42.0.211-31.13.80.5-46757-443-6,bunnywatson.org/,no cyber attack,10.42.0.211,33969,183.79.250.123,443,2022-06-14T16:24:21,0
239.255.255.250-10.42.0.1-1900-53105-17,burant.com/renfrew/index3.htm,no cyber attack,172.217.10.226,443,10.42.0.151,50040,2022-06-14T15:40:36,0
10.42.0.151-121.12.98.85-46773-80-6,burbank-ca-2.a2zcity.com/,no cyber attack,10.42.0.42,59891,172.217.6.193,443,2022-06-14T15:06:15,0
182.22.24.124-10.42.0.42-443-36642-6,burbank-ca-3.a2zcity.com/,no cyber attack,10.42.0.151,43785,172.217.6.206,443,2022-06-14T14:23:49,0
172.217.9.237-10.42.0.151-443-50294-6,burbank-ca.a2zcity.com/,no cyber attack,10.42.0.211,51329,172.217.10.106,443,2022-06-14T12:28:16,0
10.42.0.211-112.80.248.187-46314-80-6,burbank-il.a2zcity.com/,no cyber attack,10.42.0.211,41915,205.185.216.42,80,2022-06-14T12:26:49,0
10.42.0.211-10.42.0.1-51471-53-17,burbank.allcaliforniahotels.com/,no cyber attack,10.42.0.211,53678,172.217.7.131,443,2022-06-14T12:01:45,0
10.42.0.211-104.97.95.172-45824-80-6,burbank.barmethod.com/,no cyber attack,10.42.0.151,50098,172.217.10.80,443,2022-06-14T03:01:20,0
10.42.0.211-10.42.0.1-15333-53-17,burbank.belmontvillage.com/,no cyber attack,10.42.0.211,35887,10.42.0.1,53,2022-06-14T01:31:29,0
10.42.0.211-10.42.0.1-62972-53-17,burbank.ca.usa.jobs/,no cyber attack,64.71.142.125,443,10.42.0.42,37664,2022-06-14T00:20:57,0
172.217.12.195-10.42.0.151-443-48902-6,burbank.los-angeles.ca.foreclosuredatabank.com/,no cyber attack,10.42.0.211,37544,10.42.0.1,53,2022-06-13T22:24:14,0
10.42.0.151-54.72.9.51-46694-443-6,burbank.nrsd.net/,no cyber attack,10.42.0.211,46800,47.88.66.107,443,2022-06-13T21:35:56,0
172.217.12.206-10.42.0.151-443-42493-6,burbank91506online.com/,no cyber attack,10.42.0.211,47426,183.79.250.251,443,2022-06-13T21:35:30,0
172.217.11.3-10.42.0.211-80-37042-6,burbankairportcarrental.net/?a=1267523968&loc=CA%20-%20Bob%20Hope%20Airport,no cyber attack,10.42.0.211,52259,123.125.29.220,80,2022-06-13T21:32:44,0
172.217.3.100-10.42.0.42-443-54699-6,burbankappraisals.com/,no cyber attack,10.42.0.42,27315,10.42.0.1,53,2022-06-13T21:12:21,0
10.42.0.42-46.150.167.172-46360-20408-17,burbankathleticclub.com/,no cyber attack,173.241.242.143,443,10.42.0.151,41248,2022-06-13T21:10:26,0
10.42.0.42-31.13.80.5-37658-443-6,burbankbikeshop.com/,no cyber attack,10.42.0.211,65220,10.42.0.1,53,2022-06-13T20:38:59,0
10.42.0.151-10.42.0.1-1688-53-17,burbankca.areaconnect.com/,no cyber attack,10.42.0.42,58060,172.217.8.3,80,2022-06-13T20:35:11,0
183.57.48.84-10.42.0.151-80-42111-6,burbankca.areaconnect.com/Hospitals/,no cyber attack,23.205.20.234,80,10.42.0.211,55479,2022-06-13T19:47:40,0
10.42.0.211-10.42.0.1-42845-53-17,burbankca.biz/,no cyber attack,10.42.0.211,56442,98.139.199.204,443,2022-06-13T19:43:54,0
10.42.0.211-103.235.46.212-57602-443-6,burbankcalifornia.com/,no cyber attack,10.42.0.151,50393,23.67.1.79,443,2022-06-13T19:26:07,0
172.217.6.234-10.42.0.211-443-43984-6,burbankcommons.com/,no cyber attack,10.42.0.151,56383,31.13.71.37,443,2022-06-13T18:41:41,0
172.217.10.110-10.42.0.151-443-38465-6,burbankdance.org/,no cyber attack,8.6.0.1,0,8.0.6.4,0,2022-06-13T18:08:38,0
172.217.8.4-10.42.0.42-443-56022-6,burbankfirefighters.org/,no cyber attack,10.42.0.211,39720,119.146.74.48,80,2022-06-13T17:39:05,0
10.42.0.151-10.42.0.1-11812-53-17,burbankgreenpages.blogspot.com/,no cyber attack,10.42.0.151,47966,172.217.10.234,443,2022-06-13T17:37:40,0
183.79.215.137-10.42.0.211-443-46093-6,burbankhighblog.blogspot.com/,no cyber attack,10.42.0.211,54229,172.217.12.206,443,2022-06-13T17:35:34,0
10.42.0.211-54.243.99.83-41702-443-6,burbankhighschool.net/,no cyber attack,10.42.0.211,37704,202.77.129.230,80,2022-06-13T17:34:01,0
10.42.0.151-112.90.74.178-48646-80-6,burbankhighschool.net/burbank-ca/,no cyber attack,10.42.0.211,49826,104.254.66.16,80,2022-06-13T17:32:39,0
172.217.6.238-10.42.0.151-443-57851-6,burbankicecenter.com/,no cyber attack,172.217.10.138,443,10.42.0.151,43128,2022-06-13T17:29:59,0
10.42.0.1-10.42.0.42-53-24385-17,burbankil.areaconnect.com/restaurants/,no cyber attack,10.42.0.211,60932,239.255.255.250,1900,2022-06-13T17:28:43,0
203.130.53.126-10.42.0.211-80-53634-6,burbankillinois.blogspot.com/2008/04/ford-city-shopping-center.html,no cyber attack,10.42.0.211,55252,72.21.206.140,443,2022-06-13T17:26:59,0
172.217.11.46-10.42.0.151-443-58188-6,burbanklife.net/community/burbank-city-honors-it??s-own-at-employee-appreciation-day,no cyber attack,10.42.0.211,44731,208.80.154.224,80,2022-06-13T17:25:50,0
203.205.190.48-10.42.0.151-80-43717-6,burbanklocalguide.com/,no cyber attack,10.42.0.211,36591,10.42.0.1,53,2022-06-13T17:21:12,0
173.194.175.188-10.42.0.151-5228-60704-6,burbankmexicanfoodrestaurant.com/,no cyber attack,10.42.0.151,36381,108.168.180.104,5222,2022-06-13T17:18:56,0
10.42.0.151-31.13.71.37-49315-443-6,burbankpoa.net/,no cyber attack,10.42.0.211,60774,157.55.130.155,40008,2022-06-13T17:16:54,0
10.42.0.211-52.84.139.196-37660-80-6,burbankpt.com/,no cyber attack,209.10.120.26,80,10.42.0.211,43487,2022-06-13T17:11:17,0
216.58.217.131-10.42.0.211-80-52871-6,burbankrentals.com/,no cyber attack,10.42.0.42,57726,23.208.87.120,80,2022-06-13T15:08:20,0
10.42.0.211-118.93.218.8-60774-48047-17,burbanksmog.com/,no cyber attack,10.42.0.211,43904,64.71.142.124,443,2022-06-13T15:03:29,0
10.42.0.211-112.80.248.187-38580-80-6,burbankusd.org/index.aspx?page=766,no cyber attack,10.42.0.211,51333,96.7.201.51,443,2022-06-13T14:59:25,0
157.240.18.15-10.42.0.211-443-34815-6,burbankvikings.com/,no cyber attack,10.42.0.151,46301,172.217.10.5,443,2022-06-13T14:46:48,0
172.217.10.34-10.42.0.211-443-47178-6,burbankvillagedentistry.com/,no cyber attack,10.42.0.211,60774,157.55.235.173,40024,2022-06-12T20:47:36,0
172.217.12.195-10.42.0.42-443-44613-6,bureaucracyblog.com/kays-gary-library,no cyber attack,10.42.0.151,41335,31.13.80.5,443,2022-06-12T19:30:03,0
172.217.10.100-10.42.0.211-443-37291-6,bureaucracyblog.com/kays-gary-library/kays-eulogy,no cyber attack,10.42.0.151,41506,180.149.153.68,80,2022-06-12T19:15:38,0
172.217.3.106-10.42.0.42-443-38495-6,burford-frames.com/Artists.html,no cyber attack,10.42.0.211,35980,183.79.250.123,443,2022-06-12T19:11:01,0
173.194.185.43-10.42.0.151-443-41262-6,burford.pinkbike.com/,no cyber attack,10.42.0.151,60993,172.217.10.106,443,2022-06-12T19:06:09,0
182.22.25.252-10.42.0.42-80-40957-6,burgundyholiday.co.uk/,no cyber attack,10.42.0.211,17606,10.42.0.1,53,2022-06-12T19:02:42,0
192.229.173.173-10.42.0.211-80-55571-6,burgundyvillas.com/,no cyber attack,10.42.0.42,34346,183.57.48.84,80,2022-06-12T19:01:37,0
203.205.158.63-10.42.0.151-80-51960-6,burgundyworld.com/,no cyber attack,10.42.0.151,55551,23.9.107.127,443,2022-06-12T18:56:20,0
10.42.0.42-23.61.10.242-59543-443-6,burlington-edison.schoolwires.net/domain/233,no cyber attack,10.42.0.211,26525,10.42.0.1,53,2022-06-12T18:52:13,0
10.42.0.42-104.192.110.245-45915-443-6,burlington.craigslist.org/cas/2692014460.html,no cyber attack,10.42.0.211,39962,52.84.134.65,443,2022-06-12T17:58:00,0
203.205.158.63-10.42.0.211-80-51835-6,burlingtoneagles.com/temp_html/coaches_11_12.html,no cyber attack,10.42.0.42,47272,119.146.74.33,443,2022-06-12T16:43:17,0
203.205.158.34-10.42.0.211-80-44804-6,burmadigest.info/2011/11/08/analysis-new-myanmars-changes-are-no-revolution/,no cyber attack,10.42.0.151,44410,42.236.126.162,80,2022-06-12T15:45:19,0
10.42.0.211-65.39.197.206-33354-443-6,burmasun.com/,no cyber attack,10.42.0.151,60173,203.205.158.34,80,2022-06-12T13:52:37,0
172.217.12.202-10.42.0.151-443-33445-6,burn-after-readin.blogspot.com/,no cyber attack,10.42.0.42,49849,66.102.255.61,443,2022-06-12T13:39:47,0
10.42.0.42-76.13.28.196-59221-443-6,burn-after-reading--trailer.blogspot.com/,no cyber attack,10.42.0.151,33024,52.216.64.219,443,2022-06-12T13:20:17,0
10.42.0.211-123.125.29.220-55334-80-6,burnafterreading-lefilm.com/,no cyber attack,10.42.0.211,45274,64.71.142.110,443,2022-06-12T12:07:22,0
10.42.0.211-10.42.0.1-54844-53-17,burneycentre.mcgill.ca/,no cyber attack,10.42.0.211,60967,140.205.134.25,443,2022-06-12T00:27:13,0
192.229.163.180-10.42.0.211-443-36633-6,burningembersinc.com/,no cyber attack,10.42.0.151,42952,68.67.178.176,443,2022-06-12T00:15:35,0
10.42.0.42-31.13.80.5-38345-443-6,burningsword.co.za/?page_id=24,no cyber attack,173.194.66.102,443,10.42.0.42,42520,2022-06-12T00:01:43,0
10.42.0.42-42.236.125.112-48507-80-6,burningtaper.blogspot.com/2006/11/bro-michael-richards-stage-rage.html,no cyber attack,10.42.0.151,64018,10.42.0.1,53,2022-06-11T23:53:06,0
10.42.0.211-123.125.29.220-32882-80-6,burningthefuture.blogspot.com/,no cyber attack,10.42.0.211,45835,172.217.10.36,443,2022-06-11T23:40:27,0
10.42.0.42-123.125.29.220-37387-80-6,burningworld.blogspot.com/2008_08_01_archive.html,no cyber attack,10.42.0.211,57510,131.253.61.66,443,2022-06-11T23:28:13,0
10.42.0.151-31.13.80.5-34422-443-6,burnmyeye.com/,no cyber attack,8.6.0.1,0,8.0.6.4,0,2022-06-11T22:35:57,0
163.177.151.166-10.42.0.211-443-43508-6,burpee.org/,no cyber attack,10.42.0.211,35152,172.217.12.142,443,2022-06-11T22:35:53,0
10.42.0.42-103.235.46.39-57909-80-6,burrosband.org/,no cyber attack,40.78.68.158,443,10.42.0.151,38528,2022-06-11T22:10:40,0
239.255.255.250-10.42.0.1-1900-52071-17,burroughsalumni.com/,no cyber attack,10.42.0.151,40129,31.13.80.12,443,2022-06-11T21:38:40,0
175.100.207.232-10.42.0.211-80-48237-6,burroughsms.org/,no cyber attack,10.42.0.211,47464,172.217.12.170,443,2022-06-11T21:32:24,0
172.217.12.170-10.42.0.151-443-55773-6,burrridge.suntimes.com/news/5826299-418/district-86-board-squabbles-over-spending.html,no cyber attack,10.42.0.211,51212,23.203.49.224,80,2022-06-11T21:29:46,0
10.42.0.211-23.205.27.180-34039-80-6,burtandrews.hubpages.com/,no cyber attack,54.239.17.113,443,10.42.0.211,37845,2022-06-11T19:42:57,0
10.42.0.151-54.192.38.212-41890-443-6,burtlafontaine.com/,no cyber attack,10.42.0.211,28162,10.42.0.1,53,2022-06-11T18:21:15,0
172.217.3.106-10.42.0.211-443-43088-6,burtonhistorytrees.com/chicago-blackhawks,no cyber attack,10.42.0.151,54612,162.208.22.39,443,2022-06-11T18:11:56,0
209.85.232.113-10.42.0.42-443-46210-6,burynorthernpass.blogspot.com/2011/08/hurricane-irene-and-hydro-quebec.html,no cyber attack,10.42.0.211,46627,121.12.98.63,80,2022-06-11T17:34:16,0
10.42.0.151-108.168.176.199-57691-5222-6,burzum.org/,no cyber attack,77.234.42.92,443,10.42.0.211,56416,2022-06-11T14:58:18,0
172.217.3.104-10.42.0.211-443-35964-6,bus-parts-china.com/,no cyber attack,183.79.249.252,443,10.42.0.42,39893,2022-06-11T14:15:22,0
172.217.12.131-10.42.0.151-443-54528-6,bus-tickets.rediff.com/,no cyber attack,10.42.0.42,52002,216.58.219.206,443,2022-06-11T12:00:26,0
10.42.0.211-10.42.0.1-16867-53-17,bus.utk.edu/development/distinguished_alum/Jordan.htm,no cyber attack,10.42.0.211,44942,31.13.71.37,443,2022-06-11T11:18:19,0
10.42.0.151-54.230.38.132-57574-443-6,busbuyersguide.com/,no cyber attack,10.42.0.151,1449,10.42.0.1,53,2022-06-11T04:30:44,0
10.42.0.211-52.84.139.205-56502-443-6,buses.zwebpages.com/Superior/0808/sherrard2.htm,no cyber attack,8.6.0.1,0,8.0.6.4,0,2022-06-11T03:53:13,0
172.217.10.74-10.42.0.151-443-33691-6,bush-music.com/2011/06/20/bush-tour-date-house-of-blues-in-atlantic-city/,no cyber attack,10.42.0.211,55339,172.217.12.174,443,2022-06-11T01:35:08,0
10.42.0.42-74.125.192.188-60156-5228-6,bushdoctors.net/,no cyber attack,10.42.0.151,36801,10.42.0.1,53,2022-06-11T00:24:18,0
174.35.73.71-10.42.0.151-80-44106-6,bushdogblues.blogspot.com/,no cyber attack,10.42.0.211,19199,10.42.0.1,53,2022-06-10T23:21:28,0
10.42.0.42-123.125.29.220-55729-80-6,bushrubberstamp.com/,no cyber attack,10.42.0.151,43069,172.217.10.142,443,2022-06-10T22:28:38,0
175.100.207.231-10.42.0.211-443-59336-6,business-acumen.com/,no cyber attack,202.102.68.101,80,10.42.0.211,43227,2022-06-10T21:45:03,0
10.42.0.151-31.13.69.197-60563-443-6,business-college.grantham.edu/?ctcampaign=1119&ctkwd=grantham+university&ctmatch=Broad&ctcreative=8025068118,no cyber attack,10.42.0.151,45936,172.217.10.72,443,2022-06-10T21:24:38,0
